Tokens,Sentences,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,
64,jaissa ke Police keh rahi hai ke agar aisa hai to yeh bohat sangeen maamla hai aur yeh pata lagaya jana zurori hai ke agar mulzim ne kisi ko koi ahem maloomat rawana ki hain to nah sirf bhejhay jane wala shakhs ka giraftar kiya jana zurori hai balkay yeh pata lagaya jana zurori hai ke maloomat kitni ahem aur sangeen noiyat ki hai.,jaissa ke Police keh rahi hai ke agar aisa hai to yeh bohat sangeen maamla hai aur yeh pata lagaya jana zurori hai ke agar mulzim ne kisi ko koi ahem maloomat rawana ki hain to nah sirf bhejhay jane wala shakhs ka giraftar kiya jana zurori hai balkay yeh pata lagaya jana zurori hai ke maloomat kitni ahem aur sangeen noiyat ki hai.,0,0,0,
26,un ki shairi ya taraqqi pasand shairi rivayet se baghaawat nahi hai balkay unhoun ne maazi ki riwayaat ko Asri halaat ke aienay mein pesh kya.,un ki shairi ya taraqqi pasand shairi rivayet se baghaawat nahi hai balkay unhoun ne maazi ki riwayaat ko Asri halaat ke aienay mein pesh kya.,0,0,0,
16,Ye inkishaaf China ke National Health Commission ( NHC ) ke sarbarah Zheng Zhongwei ne kiya.,Ye inkishaaf <LOC--China> ke <ORG--National Health Commission> ( <ORG--NHC> ) ke sarbarah <PER--Zheng Zhongwei> ne kiya.,1,2,1,
23,Punjab ki taraf se captain KL Rahul aur Mayank Agarwal par team ko ek martaba phir mazboot shuruvaat dilanay ki zimma daari hogi.,<LOC--Punjab> ki taraf se captain <PER--KL Rahul> aur <PER--Mayank Agarwal> par team ko ek martaba phir mazboot shuruvaat dilanay ki zimma daari hogi.,2,0,1,
37,is se qabal guzashta 33 mah se supreme court ki janib se muqrar kardh muntazmeen ki committee BCCI ke umoor ko sambhal rahi thi jis ki muddat bhi sabiq captain ke taqarrur ke sath aaj khatam hogayi.,is se qabal guzashta 33 mah se supreme court ki janib se muqrar kardh muntazmeen ki committee <ORG--BCCI> ke umoor ko sambhal rahi thi jis ki muddat bhi sabiq captain ke taqarrur ke sath aaj khatam hogayi.,0,1,0,
7,Americi sadarti intikhabaat par China asar andaaz,Americi sadarti intikhabaat par <LOC--China> asar andaaz,0,0,1,
26,Sharjah ke hukmaraan Sultan Bin Mohammad Alqasmi ne hafta ke din Kerala ki madad ke liye 4 Crores rupey ki maali imdaad ka elaan kya hai.,<LOC--Sharjah> ke hukmaraan <PER--Sultan Bin Mohammad Alqasmi> ne hafta ke din <LOC--Kerala> ki madad ke liye 4 Crores rupey ki maali imdaad ka elaan kya hai.,1,0,2,
31,"Wazeer-e-aala KCR ke is faislay ke baad ke Youm-e-azaadi, Youm-e-jamhooria taqreeb aisi jagah par munaqqid ki jayen, jis se logon ko takleef na ho, taqreeb ke maqam ko tabdeel kiya gaya.","Wazeer-e-aala <PER--KCR> ke is faislay ke baad ke Youm-e-azaadi, Youm-e-jamhooria taqreeb aisi jagah par munaqqid ki jayen, jis se logon ko takleef na ho, taqreeb ke maqam ko tabdeel kiya gaya.",1,0,0,
16,Tafseelaat ke bamujab Kwaiti ladki Al-Qarin Market mein Rent Car Agency se qeemti gaadi le udi.,Tafseelaat ke bamujab Kwaiti ladki <LOC--Al-Qarin Market> mein Rent Car Agency se qeemti gaadi le udi.,0,0,1,
27,Kamrah jamaat ki khasta haal honay ki wajah se talibat compound mein mojood chhote se garden mein baith kar taleem haasil karne ko tarjeeh day rahi hain.,Kamrah jamaat ki khasta haal honay ki wajah se talibat compound mein mojood chhote se garden mein baith kar taleem haasil karne ko tarjeeh day rahi hain.,0,0,0,
39,Konda Surekha ney Telangana Rashtriya Samiti ke sarbarah Mr. K Chandrashekhar Rao se yeh wazahat karney ka mutalba kiya ke TRS ki janib se jari kardah 105 umeedwaron ki fehrist mein un ka naam shaamil kyun nahi kiya gaya.,<PER--Konda Surekha> ney <ORG--Telangana Rashtriya Samiti> ke sarbarah Mr. <PER--K Chandrashekhar Rao> se yeh wazahat karney ka mutalba kiya ke <ORG--TRS> ki janib se jari kardah 105 umeedwaron ki fehrist mein un ka naam shaamil kyun nahi kiya gaya.,2,2,0,
27,Tafseelaat ke mutabiq 35 sala Pakistani shakhs aur 33 sala Malaysian khatoon Dubai ke ek hi ghar mein para medical amlah ke tor par kaam karte they.,Tafseelaat ke mutabiq 35 sala Pakistani shakhs aur 33 sala Malaysian khatoon <LOC--Dubai> ke ek hi ghar mein para medical amlah ke tor par kaam karte they.,0,0,1,
17,Raye dahi ke mauqa par corona se bachao ke liye sakht hifazati ahteyati iqdamaat kiye gaye they.,Raye dahi ke mauqa par corona se bachao ke liye sakht hifazati ahteyati iqdamaat kiye gaye they.,0,0,0,
26,Nawabon ka shehar Hyderabad apni maizbani aur geezaoun ki wajah se kaafi shohrat rakhta hai jabkay Shehar Hyderabad ki Biryani to aalmi shohrat Yafta dish hai.,Nawabon ka shehar <LOC--Hyderabad> apni maizbani aur geezaoun ki wajah se kaafi shohrat rakhta hai jabkay Shehar <LOC--Hyderabad> ki Biryani to aalmi shohrat Yafta dish hai.,0,0,2,
40,"Jis tarhan printing machine haraam thi, loudspeaker,  ghadiyaan dekh kar azaan dena haraam they, Isi tarhan hum ne haliya tareekh mein bhi internet, tv, film, mobile, theater, social media, camera aur  videos  ijaad honay sath hi inhen haraam qarar day diye.","Jis tarhan printing machine haraam thi, loudspeaker, ghadiyaan dekh kar azaan dena haraam they, Isi tarhan hum ne haliya tareekh mein bhi internet, tv, film, mobile, theater, social media, camera aur videos ijaad honay sath hi inhen haraam qarar day diye.",0,0,0,
38,America saddar Donald Turmp ney Elle Magazine ki kalm nigaar ki janib se jinsi harasani ke ilzamaat ko mustard karte huwe kaha hai ke woh un ki mizaaj ki nahi aur nah hi unhon nay inhen harasan kiya.,<LOC--America> saddar <PER--Donald Turmp> ney Elle Magazine ki kalm nigaar ki janib se jinsi harasani ke ilzamaat ko mustard karte huwe kaha hai ke woh un ki mizaaj ki nahi aur nah hi unhon nay inhen harasan kiya.,1,0,1,
47,wazeer it-tila-aat ne Dafwah choudhry ne kaha hai ke Saudi Arabia  ki hukoomat ne Pakistani sarmaya karon ko Saudi Arabia  mein cinema bananay ki paish kash bhi ki hai aur is hawalay se Saudi hukoomat Pakistani sarmaya karon ke sath mukammal taawun karne ko tayyar hai .,wazeer it-tila-aat ne <PER--Dafwah choudhry> ne kaha hai ke <LOC--Saudi Arabia> ki hukoomat ne Pakistani sarmaya karon ko <LOC--Saudi Arabia> mein cinema bananay ki paish kash bhi ki hai aur is hawalay se Saudi hukoomat Pakistani sarmaya karon ke sath mukammal taawun karne ko tayyar hai .,1,0,2,
39,"Congress sadar ne kaha ke ”‏Pure mulk mein Campus aur Collegeoun mein police ya shar pasandoun ki gud bad roz ka mamool ban chuke hain, Sonia Gandhi ne kaha ke ”JNU waqea ke peechay BJP hukoomat ka haath hai.","<ORG--Congress> sadar ne kaha ke ”‏Pure mulk mein Campus aur Collegeoun mein police ya shar pasandoun ki gud bad roz ka mamool ban chuke hain, <PER--Sonia Gandhi> ne kaha ke ”<ORG--JNU> waqea ke peechay <ORG--BJP> hukoomat ka haath hai.",1,3,0,
15,"747 three Wheeler, 777 Cars aur 110 deegar gadiyaan bhi ab tak zabt ki gayeen.","747 three Wheeler, 777 Cars aur 110 deegar gadiyaan bhi ab tak zabt ki gayeen.",0,0,0,
38,Aik aur zaraye ke bamawajib NIA ney 2016 mein Islamic State of Iraq and Syria (ISIS) naami tanzeem se talluq rakhnay wali aik touli ke 9 afraad ko girftar kya tha jabkay teen ko mafroor bataya gaya tha.,Aik aur zaraye ke bamawajib NIA ney 2016 mein <ORG--Islamic State of Iraq and Syria> (<ORG--ISIS>) naami tanzeem se talluq rakhnay wali aik touli ke 9 afraad ko girftar kya tha jabkay teen ko mafroor bataya gaya tha.,0,2,0,
43,"Jumeraat ko Social media par viral  hue mazkoorah video mein, Furqan Ahmed ek sarkari ohdedar ki car ke baanat par baithe hue dikhayi day rahay hain, aur unka dost inspector general of police ( IGP) ka gala kaatnay ki baat kar raha hai.","Jumeraat ko Social media par viral hue mazkoorah video mein, <PER--Furqan Ahmed> ek sarkari ohdedar ki car ke baanat par baithe hue dikhayi day rahay hain, aur unka dost inspector general of police ( IGP) ka gala kaatnay ki baat kar raha hai.",1,0,0,
20,Zaraye ne kaha ke mushtaba shakhs dosray auqaat mein dawaein bhi likhta tha aur dosray mamlaat mein bhi mulawis tha.,Zaraye ne kaha ke mushtaba shakhs dosray auqaat mein dawaein bhi likhta tha aur dosray mamlaat mein bhi mulawis tha.,0,0,0,
17,Dr Moid Javed ne Jamia Osmania ki Azmat aur shoba urdu ki karkardagi ki tafseelaat paish kee.,Dr <PER--Moid Javed> ne <ORG--Jamia Osmania> ki Azmat aur shoba urdu ki karkardagi ki tafseelaat paish kee.,1,1,0,
43,KTR ne apne ek aur tweet mein kaha kay Telangana riyasat ne mutadid martaba Kaleshwaram project ya phir Palmur lift irrigation project ko qaumi darjah dainay ka mutalba mukhtalif forums may kia hai taham iska bhi budget mein koi tazkara nahi kiya gaya.,<PER--KTR> ne apne ek aur tweet mein kaha kay <LOC--Telangana> riyasat ne mutadid martaba Kaleshwaram project ya phir Palmur lift irrigation project ko qaumi darjah dainay ka mutalba mukhtalif forums may kia hai taham iska bhi budget mein koi tazkara nahi kiya gaya.,1,0,1,
46,Is ke baad Bumrah ne New Zealand ke captain Kane Williamson ko 5 run bananay ke baad Ajinkya Rahane ke hathoun Out karwa diya aur is ke baad Tom Blundell ko 55 ke score par Bumrah ne bold kiya aur New Zealand ko teesra jhuka laga.,Is ke baad <PER--Bumrah> ne <LOC--New Zealand> ke captain <PER--Kane Williamson> ko 5 run bananay ke baad <PER--Ajinkya Rahane> ke hathoun Out karwa diya aur is ke baad <PER--Tom Blundell> ko 55 ke score par <PER--Bumrah> ne bold kiya aur <LOC--New Zealand> ko teesra jhuka laga.,5,0,2,
45,Unhoun ne kaha ke Rafael aur Ayodhya par faisla ittafaq raye se sunaya gaya faisla tha aur agar un faisloun par ilzaam lagaye jayen ge to is ka matlab ye hai ke aap un 2 faisloun mein shaamil sabhi Judges par ungelian utha rahay hain.,Unhoun ne kaha ke Rafael aur <LOC--Ayodhya> par faisla ittafaq raye se sunaya gaya faisla tha aur agar un faisloun par ilzaam lagaye jayen ge to is ka matlab ye hai ke aap un 2 faisloun mein shaamil sabhi Judges par ungelian utha rahay hain.,0,0,1,
21,"Pyaz ki badhti hui qeematoun par qaboo panay ke liye hukoomat, turkey se 11000 tonnes pyaaz ki Dar-aamad kar rahi hai.","Pyaz ki badhti hui qeematoun par qaboo panay ke liye hukoomat, <LOC--turkey> se 11000 tonnes pyaaz ki Dar-aamad kar rahi hai.",0,0,1,
8,Delhi Police se tassadum mein 4 Gangsters halaak,<ORG--Delhi Police> se tassadum mein 4 Gangsters halaak,0,1,0,
24,Note bandi aur GST ki wajah se kaarobar buri terhan mutasir hain aur aalmi mandi ki wajah se logoun ki nokriyan ja rahi hain.,Note bandi aur GST ki wajah se kaarobar buri terhan mutasir hain aur aalmi mandi ki wajah se logoun ki nokriyan ja rahi hain.,0,0,0,
31,Dargah ke matwalli pirzade Syed Moin uddin ke mutabiq aqeedat mandaun khusoosan buzurag afraad ko pahad ki chouti tak pounchanay aur ziyarat karne ke liye 360 sedhiyoun par chadhna mushkil hai.,Dargah ke matwalli pirzade <PER--Syed Moin uddin> ke mutabiq aqeedat mandaun khusoosan buzurag afraad ko pahad ki chouti tak pounchanay aur ziyarat karne ke liye 360 sedhiyoun par chadhna mushkil hai.,1,0,0,
40,"General Mark ney mazeed kaha hai ke mission abhi mukammal nahi hua, Afghanistan ko America par hamlay ki mansoobah bandi karne walay dehshat gardon ki jannat ban’nay se roknay ke liye mission jari hai aur 18 saal se jari hai.","General <PER--Mark> ney mazeed kaha hai ke mission abhi mukammal nahi hua, <LOC--Afghanistan> ko <LOC--America> par hamlay ki mansoobah bandi karne walay dehshat gardon ki jannat ban’nay se roknay ke liye mission jari hai aur 18 saal se jari hai.",1,0,2,
32,"aik aur military ohdedaar jin par tahedidaat aed kiye gaye hain woh Third Bureau of Operations ke Deputy Major General Aung  Kyaw Zaw hain, inhen istifa dainay ki ijazat di gayi hai.","aik aur military ohdedaar jin par tahedidaat aed kiye gaye hain woh Third Bureau of Operations ke Deputy Major General <PER--Aung Kyaw Zaw> hain, inhen istifa dainay ki ijazat di gayi hai.",1,0,0,
27,Mustafa Al-Kadhimi ne sahafion se guftagu karte hue kaha ke hum is ko qubool nahi kar saktay aur Iraq ka ayeen bhi is ki ijazat nahi deta.,<PER--Mustafa Al-Kadhimi> ne sahafion se guftagu karte hue kaha ke hum is ko qubool nahi kar saktay aur Iraq ka ayeen bhi is ki ijazat nahi deta.,1,0,0,
13,Doosri junge azeem ka ‘bomb’ atishzadgi aur takhlia ke baad nakara banadiya gaya,Doosri junge azeem ka ‘bomb’ atishzadgi aur takhlia ke baad nakara banadiya gaya,0,0,0,
16,un tamam halaat ke pesh-e-nazar Riyadh Season may ab January tak towsee kar di gayi hai.,un tamam halaat ke pesh-e-nazar <LOC--Riyadh> Season may ab January tak towsee kar di gayi hai.,0,0,1,
24,"Saal 2014 mein BJP ke Iqtidaar mein anay ke baad unki nazar mein ziyada tar musalman bunyaad parast, mulk dushman aur dehshat gard hain.","Saal 2014 mein <ORG--BJP> ke Iqtidaar mein anay ke baad unki nazar mein ziyada tar musalman bunyaad parast, mulk dushman aur dehshat gard hain.",0,1,0,
14,China mein saat ka hindsa zaati taluqaat ke liye khush aaind samjha jata hai.,<LOC--China> mein saat ka hindsa zaati taluqaat ke liye khush aaind samjha jata hai.,0,0,1,
21,Lehaza hukoomat ne un tamam cheezoun se bachney ke liye musalmanoun ko qurbani ke bakray ke tor par dhoond liya hai.,Lehaza hukoomat ne un tamam cheezoun se bachney ke liye musalmanoun ko qurbani ke bakray ke tor par dhoond liya hai.,0,0,0,
34,wazeh rahay ke Shaam mein 2011 se shuru honay wali khanah jungi mein ab taq 3 laakh 50 hazaar afraad jaan bahaq ho chukay hain jab ke lakhoon khandano ko darbadar hona para hai.,wazeh rahay ke <LOC--Shaam> mein 2011 se shuru honay wali khanah jungi mein ab taq 3 laakh 50 hazaar afraad jaan bahaq ho chukay hain jab ke lakhoon khandano ko darbadar hona para hai.,0,0,1,
32,Mr. Jaitley ney apne post mein kaha ke teen sala meyaad ki takmeel par mein ney un se khwahish ki thi ke mazeed muddat ke liye woh is ohda par barqarar rahen.,Mr. <PER--Jaitley> ney apne post mein kaha ke teen sala meyaad ki takmeel par mein ney un se khwahish ki thi ke mazeed muddat ke liye woh is ohda par barqarar rahen.,1,0,0,
40,Israel mein aik Falasteeni haqooq insani tanzeem ”Adalah” ke Director General Hassan Jabreen ne kaha ke qanoon ke kaleedi nakaat nasli asbiyat par mabni hain jo na sirf ghair ikhlaqi hain balkay bain ul aqwami qanoon ke tehat mamnua hai.,<LOC--Israel> mein aik Falasteeni haqooq insani tanzeem ”<ORG--Adalah>” ke Director General <PER--Hassan Jabreen> ne kaha ke qanoon ke kaleedi nakaat nasli asbiyat par mabni hain jo na sirf ghair ikhlaqi hain balkay bain ul aqwami qanoon ke tehat mamnua hai.,1,1,1,
42,Samaat se mahroom 1712 afraad mein 60 lakhs rupay maliyat ke aala e samaat aur 1712 afraad mein 1.96 crores rupay maliyat ke 4G smart phones aur zehni mazureen mein 9.8 lakhs rupay maliyat ke 300 teaching and learning materials aur 54.,Samaat se mahroom 1712 afraad mein 60 lakhs rupay maliyat ke aala e samaat aur 1712 afraad mein 1.96 crores rupay maliyat ke 4G smart phones aur zehni mazureen mein 9.8 lakhs rupay maliyat ke 300 teaching and learning materials aur 54.,0,0,0,
31,Moahida shumali oqiyanus ki tanzeem Nato ke dono rukn mumalik ke darmain wajah nazaa Americi Paadri Andrew Krig Brunson is waqt Turkey ke shehar Izmir mein apne ghar par nazar-band hain.,Moahida shumali oqiyanus ki tanzeem <ORG--Nato> ke dono rukn mumalik ke darmain wajah nazaa Americi Paadri <PER--Andrew Krig Brunson> is waqt <LOC--Turkey> ke shehar <LOC--Izmir> mein apne ghar par nazar-band hain.,1,1,2,
13,Ibtidayi tehqiqaat se pata chalta hai ke inverter se aag bujhai gayi thi.,Ibtidayi tehqiqaat se pata chalta hai ke inverter se aag bujhai gayi thi.,0,0,0,
23,Is terhan riyasat mein is saal ke douran September 2020 tak mamool ki salana barish ke muqablay mein 50% ziyada barish huvi hai.,Is terhan riyasat mein is saal ke douran September 2020 tak mamool ki salana barish ke muqablay mein 50% ziyada barish huvi hai.,0,0,0,
18,Ohdedar ne mazeed kaha ke CEOEEO se wabasta tamam sar garmion mein tehqeeq ka kam anjaam day gi.,Ohdedar ne mazeed kaha ke CEOEEO se wabasta tamam sar garmion mein tehqeeq ka kam anjaam day gi.,0,0,0,
11,Yahi wajah hai ke nishana ke taqub mein Dhoni kamiyaab rahay.,Yahi wajah hai ke nishana ke taqub mein <PER--Dhoni> kamiyaab rahay.,1,0,0,
19,Mulwaki based company ka matlab mulazmeen aur deegar khidmaat se mutaliqa iqdamaat ko di reviers se tabeer karna hai.,<LOC--Mulwaki> based company ka matlab mulazmeen aur deegar khidmaat se mutaliqa iqdamaat ko di reviers se tabeer karna hai.,0,0,1,
5,Nisf tadaad bachon ki hai.,Nisf tadaad bachon ki hai.,0,0,0,
29,Is ke sath GHMC mein taqreeban 1100 kilo meter tijarti ilaqon ki nishandahi ki gayi hai jis mein jald hi safai ki anokhi sargarmia shuru kar di jayen gi.,Is ke sath <ORG--GHMC> mein taqreeban 1100 kilo meter tijarti ilaqon ki nishandahi ki gayi hai jis mein jald hi safai ki anokhi sargarmia shuru kar di jayen gi.,0,1,0,
18,Saidabad ke ilaqay ki taqreeban 100 se zayed khawateen ne ”Qunoot-Nazila“ ke naam se Namaz ada ki thi.,<LOC--Saidabad> ke ilaqay ki taqreeban 100 se zayed khawateen ne ”Qunoot-Nazila“ ke naam se Namaz ada ki thi.,0,0,1,
19,Saudi Arab mein qiyam ke dauran qurbani ke token aur train aur bas ke bres late Hajion tak pahonchayin.,<LOC--Saudi Arab> mein qiyam ke dauran qurbani ke token aur train aur bas ke bres late Hajion tak pahonchayin.,0,0,1,
19,Aap ko 160 runs ke score ka difaa karte hue pehlay 6 overs mein achi shuruvaat karni hoti hai.,Aap ko 160 runs ke score ka difaa karte hue pehlay 6 overs mein achi shuruvaat karni hoti hai.,0,0,0,
42,"jumaraat ko cheif justice SA Bobde ki sirbarahi wali paanch judges ki bench ney, jis mein Bobde ke alawa, justices Ashok Bhushan, S.A. Nazeer, D.Y. Chandrachud aur Sanjiv Khanna shaamil hain, sabhi arziyoun par ghor karne ke baad inhen mustard kar diya.","jumaraat ko cheif justice <PER--SA Bobde> ki sirbarahi wali paanch judges ki bench ney, jis mein <PER--Bobde> ke alawa, justices <PER--Ashok Bhushan>, <PER--S.A. Nazeer>, <PER--D.Y. Chandrachud> aur <PER--Sanjiv Khanna> shaamil hain, sabhi arziyoun par ghor karne ke baad inhen mustard kar diya.",6,0,0,
13,Taham ab Corona ke khilaaf China ki ye muhim zir e bahes aagai.,Taham ab Corona ke khilaaf <LOC--China> ki ye muhim zir e bahes aagai.,0,0,1,
36,Committee ke sharait aur hawala jaat shafaaf nahi hain aur members ke intikhab ka tareeqakar bhi mabham hai jahan kisi bhi namoor maher qanoon ya retired Judges ko mazkoorah committee ka member nahi banaya gaya hai.,Committee ke sharait aur hawala jaat shafaaf nahi hain aur members ke intikhab ka tareeqakar bhi mabham hai jahan kisi bhi namoor maher qanoon ya retired Judges ko mazkoorah committee ka member nahi banaya gaya hai.,0,0,0,
24,Maharaja kishan prashad ke naam Iqbal ki janib se apne haath se likhi gayi nazam idaara adbiyat urdu hyderabad mein aaj bhi mehfooz hai.,Maharaja <PER--kishan prashad> ke naam <PER--Iqbal> ki janib se apne haath se likhi gayi nazam idaara adbiyat urdu <LOC--hyderabad> mein aaj bhi mehfooz hai.,2,0,1,
13,Taham is martaba Serena ny inhen mauqa nahi diya aur match jeet liya.,Taham is martaba <PER--Serena> ny inhen mauqa nahi diya aur match jeet liya.,1,0,0,
43,Hyderabad metropolitan water supply and sewerage board ( HMWSSB) ka ek project jiski laagat 4700 crore rupay hai jiske zariye Dariya godavri ka pani Hyderabad ke puranay shehar ko faraham kiya jana hai lekin yeh project hunooz hukoomat ki ijazat ka muntazir hai.,<ORG--Hyderabad metropolitan water supply and sewerage board> ( <ORG--HMWSSB>) ka ek project jiski laagat 4700 crore rupay hai jiske zariye <LOC--Dariya godavri> ka pani <LOC--Hyderabad> ke puranay shehar ko faraham kiya jana hai lekin yeh project hunooz hukoomat ki ijazat ka muntazir hai.,0,2,2,
